anime_id,title,title_english,title_japanese,title_synonyms,image_url,status,source,episodes,status,airing,release_date,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,licensor,studio,genre,duration_min,release_year,runtime
4981,Casshern Sins,Casshern Sins,キャシャーン SINS,,https://myanimelist.net/images/anime/8/23336.jpg,TV,Other,24,Finished Airing,False,"Oct 2, 2008","{'from': '2008-10-02', 'to': '2009-03-16'}",24 min. per ep.,R - 17+ (violence & profanity),0.7972689075630252,35726,1373.0,0.0597221262182899,100884,1211,Fall 2008,Unknown,showgate|usen,funimation,madhouse|tatsunoko production,action|adventure|drama|psychological|sci-fi,24.0,2008.0,576.0
5252,One Piece: Romance Dawn Story,One Piece: Romance Dawn Story,ワンピース ロマンスドーンストーリー,One Piece Prototype,https://myanimelist.net/images/anime/6/11300.jpg,OVA,Manga,1,Finished Airing,False,"Nov 24, 2008","{'from': '2008-11-24', 'to': '2008-11-24'}",33 min.,PG-13 - Teens 13 or older,0.7878151260504201,14434,1642.0,0.1567014584917398,26667,19,,,unknown,unknown,toei animation,action|fantasy|comedy|super power|shounen,33.0,2008.0,33.0
402,Otogi Juushi Akazukin OVA,,おとぎ銃士 赤ずきん,Fairy Musketeers Little Red Riding Hood,https://myanimelist.net/images/anime/3/3243.jpg,OVA,Original,1,Finished Airing,False,"Feb 20, 2005","{'from': '2005-02-20', 'to': '2005-02-20'}",37 min.,PG-13 - Teens 13 or older,0.6974789915966386,467,5027.0,0.5459321213796917,1213,1,,,unknown,unknown,madhouse,adventure|comedy|magic|fantasy,37.0,2005.0,37.0
8211,Dance in the Vampire Bund Recap,,ダンスインザヴァンパイアバンド,"Dance in the Vampire Bund Special Edition, Dance in the Vampire Bund Episode 7.5, Dance in the Vampire Bund Special",https://myanimelist.net/images/anime/5/21014.jpg,Special,Manga,1,Finished Airing,False,"Feb 25, 2010","{'from': '2010-02-25', 'to': '2010-02-25'}",24 min.,R+ - Mild Nudity,0.6953781512605042,4821,5105.0,0.24075482131748116,11350,11,,,unknown,unknown,shaft,action|supernatural|vampire,24.0,2010.0,24.0
8214,"Tekkamen wo Oe: ""d&#039;Artagnan Monogatari"" yori",,鉄仮面を追えダルタニャン物語より,"Anime Sanjushi Pilot Episode, After the man in the iron mask! from the Tale of D&#039;Artagnan",https://myanimelist.net/images/anime/12/21062.jpg,Special,Novel,1,Finished Airing,False,"May 5, 1987","{'from': '1987-05-05', 'to': '1987-05-05'}",25 min.,G - All Ages,0.657563025210084,148,6560.0,0.675399184350591,437,0,,,gakken,unknown,studio gallop,action|historical,25.0,1987.0,25.0
30010,Frame Arms: A Violent Struggle,,フレームアーム A violent struggle,,https://myanimelist.net/images/anime/11/71921.jpg,OVA,Other,1,Finished Airing,False,"May 31, 2015","{'from': '2015-05-31', 'to': '2015-05-31'}",5 min.,PG - Children,0.5168067226890757,183,9105.0,0.6033731941660331,786,0,,,unknown,unknown,studio a-cat,mecha,5.0,2015.0,5.0
36969,Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,,おしりたんてい 「みなとまちの トゥクトゥクチェイス」,Butt Detective: Auto Rickshaw Chase in Port Town,https://myanimelist.net/images/anime/8/89572.jpg,ONA,Picture book,1,Finished Airing,False,"Aug 2, 2017","{'from': '2017-08-02', 'to': '2017-08-02'}",5 min.,PG - Children,0.4285714285714286,25,11660.0,0.9321213796917122,77,0,,,unknown,unknown,toei animation,comedy|kids|mystery,5.0,2017.0,5.0
71,Full Metal Panic!,Full Metal Panic!,フルメタル・パニック！,"FMP, Fullmetal Panic!",https://myanimelist.net/images/anime/2/75259.jpg,TV,Light novel,24,Finished Airing,False,"Jan 8, 2002","{'from': '2002-01-08', 'to': '2002-06-18'}",24 min. per ep.,R - 17+ (violence & profanity),0.8140756302521008,167633,985.0,0.012856846616437408,318335,3899,Winter 2002,Tuesdays at 18:30 (JST),kadokawa shoten,adv films|funimation,gonzo,action|military|sci-fi|comedy|mecha,24.0,2002.0,576.0
3449,Kamichu! Specials,The Goddess is a Middle School Student,かみちゅ!,Kami-chu!: Kami-sama wa Chuugakusei,https://myanimelist.net/images/anime/12/24645.jpg,Special,Original,4,Finished Airing,False,"Nov 23, 2005","{'from': '2005-11-23', 'to': '2006-03-29'}",26 min. per ep.,PG - Children,0.7951680672268908,4471,1428.0,0.27932536116679335,7973,2,,,geneon universal entertainment,funimation|geneon entertainment usa,brain&#039;s base,slice of life|comedy|supernatural|drama,26.0,2005.0,104.0
22465,KutsuDaru.,,くつだる。,Kutsushita ga Daru Daru ni Nacchau Wake: Imadoki Youkai Zukan,https://myanimelist.net/images/anime/6/60721.jpg,TV,Manga,48,Finished Airing,False,"Apr 2, 2014","{'from': '2014-04-02', 'to': '2015-09-16'}",9 min. per ep.,PG - Children,0.6271008403361344,37,11024.0,0.6854911177161817,404,0,Spring 2014,Wednesdays at 18:45 (JST),nhk,unknown,egg,fantasy|kids|school|slice of life,9.0,2014.0,432.0
2093,Pops,,POPS,,https://myanimelist.net/images/anime/13/12814.jpg,OVA,Manga,1,Finished Airing,False,"Jun 25, 1993","{'from': '1993-06-25', 'to': '1993-06-25'}",30 min.,PG-13 - Teens 13 or older,0.615546218487395,28,11806.0,0.7313195548489666,280,0,,,unknown,unknown,madhouse,romance|shoujo|slice of life,30.0,1993.0,30.0
485,Damekko Doubutsu,,だめっこどうぶつ,"Damekko Dobutsu, Useless Animals",https://myanimelist.net/images/anime/1/485.jpg,TV,4-koma manga,26,Finished Airing,False,"Jan 17, 2005","{'from': '2005-01-17', 'to': '2005-02-21'}",5 min. per ep.,G - All Ages,0.7752100840336135,4508,2106.0,0.2676436026819658,8854,59,Winter 2005,Unknown,sky perfect well think|kids station|takeshobo,unknown,magic bus,slice of life|comedy,5.0,2005.0,130.0
28497,Rokka no Yuusha,Rokka: Braves of the Six Flowers,六花の勇者,Rokka no Yusha,https://myanimelist.net/images/anime/9/74374.jpg,TV,Light novel,12,Finished Airing,False,"Jul 5, 2015","{'from': '2015-07-05', 'to': '2015-09-20'}",24 min. per ep.,PG-13 - Teens 13 or older,0.7909663865546219,173591,1562.0,0.012787723785166238,321933,1722,Summer 2015,Sundays at 02:58 (JST),pony canyon,ponycan usa,passione,action|adventure|fantasy|magic|mystery,24.0,2015.0,288.0
17919,Houkago no Pleiades (TV),Wish Upon the Pleiades,放課後のプレアデス,"Afterschool Pleiades, Hokago no Pleiades",https://myanimelist.net/images/anime/5/73434.jpg,TV,Original,12,Finished Airing,False,"Apr 9, 2015","{'from': '2015-04-09', 'to': '2015-06-25'}",23 min. per ep.,PG-13 - Teens 13 or older,0.7132352941176471,8182,4360.0,0.16416672426902604,24713,82,Spring 2015,Thursdays at 02:44 (JST),dentsu|warner bros.|klockworx|showgate|bs fuji|lawson hmv entertainment|dentsu razorfish|subaru,sentai filmworks,gainax,magic|space,23.0,2015.0,276.0
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,Glass Mask: The Girl of a Thousand Masks,ガラスの仮面～千の仮面を持つ少女～,Glass no Kamen OVA,https://myanimelist.net/images/anime/6/6593.jpg,OVA,Manga,3,Finished Airing,False,"Dec 16, 1998","{'from': '1998-12-16', 'to': '1999-04-21'}",45 min. per ep.,PG-13 - Teens 13 or older,0.75,500,3039.0,0.5114398285753784,1541,9,,,dentsu|tv asahi,unknown,tokyo movie shinsha,drama|shoujo,45.0,1998.0,135.0
31344,K: Missing Kings - Manner Movie,,劇場版K MISSING KINGS予告映像,"K (Movie) Manner Movie, K-Project Movie Manner Movie, K-Project Sequel Manner Movie",https://myanimelist.net/images/anime/3/75386.jpg,Movie,Original,1,Finished Airing,False,"Jul 12, 2014","{'from': '2014-07-12', 'to': '2014-07-12'}",1 min.,G - All Ages,0.7058823529411764,1326,4664.0,0.34367871708025155,4752,17,,,klockworx,unknown,gohands,comedy,1.0,2014.0,1.0
32089,Battle Spirits Shinnen Special,,バトルスピリッツ 新年スペシャル,Battle Spirits New Year&#039;s Special,https://myanimelist.net/images/anime/4/79269.jpg,Special,Card game,1,Finished Airing,False,"Jan 6, 2016","{'from': '2016-01-06', 'to': '2016-01-06'}",22 min.,PG - Children,0.6628151260504201,36,9694.0,0.7584157047072648,225,1,,,unknown,unknown,bandai namco pictures,action|game|kids,22.0,2016.0,22.0
34933,Kakegurui,Kakegurui: Compulsive Gambler,賭ケグルイ,,https://myanimelist.net/images/anime/3/86578.jpg,TV,Manga,12,Finished Airing,False,"Jul 1, 2017","{'from': '2017-07-01', 'to': '2017-09-23'}",24 min. per ep.,R - 17+ (violence & profanity),0.7941176470588235,132527,1463.0,0.017418953480334554,271005,1688,Summer 2017,Saturdays at 22:00 (JST),dentsu|square enix|movic|klockworx|dive ii entertainment|81 produce|avex pictures|furyu,unknown,mappa,drama|game|mystery|psychological|school|shounen,24.0,2017.0,288.0
8993,Juliet,,ジュリエット,,https://myanimelist.net/images/anime/3/24893.jpg,OVA,Manga,1,Finished Airing,False,"Mar 25, 1999","{'from': '1999-03-25', 'to': '1999-03-25'}",27 min.,Rx - Hentai,0.5304621848739496,169,,0.6627497062279671,483,0,,,unknown,unknown,public &amp; basic|ripple film,hentai|comedy|supernatural,27.0,1999.0,27.0
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,I Can&#039;t Understand What My Husband Is Saying: 2nd Thread,旦那が何を言っているかわからない件2スレ目,"Danna ga Nani wo Itteiru ka Wakaranai Ken 2nd Season, I Can&#039;t Understand What My Husband Is Saying Second Season",https://myanimelist.net/images/anime/9/73595.jpg,TV,4-koma manga,13,Finished Airing,False,"Apr 3, 2015","{'from': '2015-04-03', 'to': '2015-06-26'}",3 min. per ep.,PG-13 - Teens 13 or older,0.7867647058823529,66998,1662.0,0.05529826501693509,108005,137,Spring 2015,Fridays at 01:00 (JST),dax production|dream creation,unknown,seven,slice of life|comedy|romance|seinen,3.0,2015.0,39.0
391,Tales of Phantasia The Animation,Tales of Phantasia,テイルズ オブ ファンタジア THE ANIMATION,,https://myanimelist.net/images/anime/11/78319.jpg,OVA,Game,4,Finished Airing,False,"Nov 25, 2004","{'from': '2004-11-25', 'to': '2006-02-24'}",30 min. per ep.,PG-13 - Teens 13 or older,0.7258403361344538,8692,3891.0,0.19250708509020528,18304,46,,,geneon universal entertainment|frontier works,geneon entertainment usa,actas,adventure|fantasy|shounen,30.0,2004.0,120.0
2102,Tattoon Master,,タトゥーン・マスター,,https://myanimelist.net/images/anime/12/20290.jpg,OVA,Manga,2,Finished Airing,False,"Apr 26, 1996","{'from': '1996-04-26', 'to': '1996-08-23'}",30 min. per ep.,PG-13 - Teens 13 or older,0.6512605042016807,800,6762.0,0.49167069883182407,1772,3,,,kss,media blasters,aic,adventure|comedy|slice of life|supernatural,30.0,1996.0,60.0
3349,Kiddy GiRL-AND,Kiddy Girl-AND,キディ・ガーランド,Kiddy Grade 2,https://myanimelist.net/images/anime/4/74159.jpg,TV,Original,24,Finished Airing,False,"Oct 16, 2009","{'from': '2009-10-16', 'to': '2010-03-26'}",25 min. per ep.,PG-13 - Teens 13 or older,0.7289915966386555,4769,3779.0,0.21517937374714868,14598,40,Fall 2009,Unknown,kadokawa shoten|gimik,funimation,satelight,action|comedy|sci-fi|super power,25.0,2009.0,600.0
204,Yumeria,,ゆめりあ,,https://myanimelist.net/images/anime/8/16782.jpg,TV,Visual novel,12,Finished Airing,False,"Jan 9, 2004","{'from': '2004-01-09', 'to': '2004-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,0.6523109243697479,10286,6741.0,0.17799129052325982,21405,28,Winter 2004,Unknown,unknown,adv films|sentai filmworks,studio deen,action|comedy|ecchi|harem|super power,24.0,2004.0,288.0
36097,Happy Forest,,HAPPY FOREST,,https://myanimelist.net/images/anime/9/87223.jpg,ONA,Original,1,Finished Airing,False,"Jul 4, 2015","{'from': '2015-07-04', 'to': '2015-07-04'}",1 min.,G - All Ages,0.5409663865546219,40,10343.0,0.9173982166309532,87,0,,,unknown,unknown,marza animation planet,slice of life|fantasy,1.0,2015.0,1.0
1561,Lovedol: Lovely Idol,Lovely Idol,らぶドル～Lovely Idol～,,https://myanimelist.net/images/anime/6/6448.jpg,TV,Visual novel,12,Finished Airing,False,"Oct 3, 2006","{'from': '2006-10-03', 'to': '2006-12-19'}",24 min. per ep.,PG-13 - Teens 13 or older,0.6565126050420168,2195,6581.0,0.3020667726550079,6522,11,Fall 2006,Unknown,aic|pony canyon enterprise,unknown,tnk,harem|music,24.0,2006.0,288.0
554,Koutetsu Tenshi Kurumi,Steel Angel Kurumi,鋼鉄天使くるみ,,https://myanimelist.net/images/anime/1/2244.jpg,TV,Original,24,Finished Airing,False,"Oct 5, 1999","{'from': '1999-10-05', 'to': '2000-04-04'}",15 min. per ep.,R+ - Mild Nudity,0.7226890756302521,7817,4001.0,0.19513375267850971,17759,60,Fall 1999,Tuesdays at 19:00 (JST),pony canyon,adv films,olm|production reed,adventure|comedy|drama|historical|mecha|military|romance|shounen,15.0,1999.0,360.0
19751,Gu-Gu Ganmo (Movie),,GU-GU ガンモ,Gu-Gu Ganmo (1985),https://myanimelist.net/images/anime/3/52767.jpg,Movie,Manga,1,Finished Airing,False,"Mar 16, 1985","{'from': '1985-03-16', 'to': '1985-03-16'}",45 min.,PG - Children,0.6355042016806722,19,10280.0,0.8734360959424898,115,0,,,unknown,unknown,toei animation,comedy,45.0,1985.0,45.0
33546,Monster Strike: Mermaid Rhapsody,Monster Strike: Mermaid Rhapsody,モンスターストライク『マーメイド・ラプソディ』,Monster Strike Summer Special,https://myanimelist.net/images/anime/8/80678.jpg,ONA,Game,1,Finished Airing,False,"Aug 14, 2016","{'from': '2016-08-14', 'to': '2016-08-14'}",51 min.,PG - Children,0.7342436974789917,541,3608.0,0.49422824358885736,1744,5,,,ultra super pictures,unknown,studio hibari,action|fantasy|game,51.0,2016.0,51.0
25835,Shirobako,Shirobako,SHIROBAKO,White Box,https://myanimelist.net/images/anime/1835/91537.jpg,TV,Original,24,Finished Airing,False,"Oct 9, 2014","{'from': '2014-10-09', 'to': '2015-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,0.8865546218487395,74220,146.0,0.022395797331858713,222690,4590,Fall 2014,Thursdays at 23:30 (JST),sotsu|movic|warner bros.|klockworx|showgate|infinite,sentai filmworks,p.a. works,comedy|drama,24.0,2014.0,576.0
10481,Otohime Connection,Princess Connection,乙姫CONNECTION,,https://myanimelist.net/images/anime/3/47775.jpg,OVA,Manga,1,Finished Airing,False,"Dec 1, 1991","{'from': '1991-12-01', 'to': '1991-12-01'}",45 min.,PG-13 - Teens 13 or older,0.6449579831932772,92,6972.0,0.7055367387848206,343,0,,,ing|sony music entertainment,unknown,animate film,slice of life|mystery|drama|romance|shoujo,45.0,1991.0,45.0
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,,問題児たちが異世界から来るそうですよ? 〜温泉漫遊記〜,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo? OVA,https://myanimelist.net/images/anime/6/52575.jpg,OVA,Light novel,1,Finished Airing,False,"Jul 20, 2013","{'from': '2013-07-20', 'to': '2013-07-20'}",23 min.,PG-13 - Teens 13 or older,0.7741596638655462,33446,2154.0,0.09691020944217875,56908,60,,,unknown,sentai filmworks,diomedea,fantasy|supernatural,23.0,2013.0,23.0
8440,Black Lagoon Omake,,ブラック・ラグーン オマケ,,https://myanimelist.net/images/anime/13/22266.jpg,Special,Manga,7,Finished Airing,False,"Dec 23, 2009","{'from': '2009-12-23', 'to': '2010-03-25'}",3 min. per ep.,PG-13 - Teens 13 or older,0.7289915966386555,21498,3764.0,0.1214488145434437,40633,59,,,geneon universal entertainment,unknown,madhouse,comedy,3.0,2009.0,21.0
17641,Date A Live: Date to Date,,デート・ア・ライブ DATE TO DATE,"Date A Live OVA, Date A Live Episode 13",https://myanimelist.net/images/anime/3/59777.jpg,OVA,Light novel,1,Finished Airing,False,"Dec 6, 2013","{'from': '2013-12-06', 'to': '2013-12-06'}",24 min.,R+ - Mild Nudity,0.7888655462184874,54670,1602.0,0.06297089928803483,93979,216,,,nippon columbia,funimation,aic plus+,sci-fi|harem|comedy|romance|school,24.0,2013.0,24.0
12145,Backkom,Bernard,빼꼼,"Bernard Bear, My Friend Bernard",https://myanimelist.net/images/anime/7/65879.jpg,TV,Original,52,Finished Airing,False,2005,"{'from': None, 'to': None}",3 min. per ep.,G - All Ages,0.625,401,7450.0,0.5959079283887468,826,2,,Unknown,unknown,unknown,rg animation studios,comedy|kids,3.0,2005.0,156.0
1528,Bishoujo Yuugekitai Battle Skipper,Battle Skipper,美少女遊撃隊バトルスキッパー,"Battle Skipper School, Lightning Attacker Exstars Battle Skipper",https://myanimelist.net/images/anime/2/56821.jpg,OVA,Original,3,Finished Airing,False,"Aug 23, 1995","{'from': '1995-08-23', 'to': '1995-12-16'}",27 min. per ep.,PG-13 - Teens 13 or older,0.5546218487394958,398,8697.0,0.560378793115366,1099,2,,,tokyo kids|victor entertainment,unknown,artmic,sci-fi|comedy|mecha,27.0,1995.0,81.0
1486,Kodomo no Omocha (TV),Kodocha,こどものおもちゃ,Child&#039;s Toy,https://myanimelist.net/images/anime/5/7016.jpg,TV,Manga,102,Finished Airing,False,"Apr 5, 1996","{'from': '1996-04-05', 'to': '1998-03-27'}",22 min. per ep.,PG-13 - Teens 13 or older,0.85609243697479,13726,375.0,0.13458215248496577,34595,879,Spring 1996,Fridays at 18:00 (JST),tv tokyo|nihon ad systems|pony canyon,funimation,studio gallop,comedy|drama|romance|shoujo,22.0,1996.0,2244.0
32981,Hand Shakers,Hand Shakers,ハンドシェイカー,,https://myanimelist.net/images/anime/7/83395.jpg,TV,Original,12,Finished Airing,False,"Jan 11, 2017","{'from': '2017-01-11', 'to': '2017-03-29'}",23 min. per ep.,PG-13 - Teens 13 or older,0.5987394957983193,17253,7995.0,0.08744038155802861,64543,154,Winter 2017,Wednesdays at 00:30 (JST),frontier works|media factory|movic|sony music communications|medicos entertainment|kadokawa media house,funimation,gohands,action,23.0,2017.0,276.0
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,,青春夫婦物語　恋子の毎日,"Seishun Fufu Monogatari Koiko no Mainichi, Koiko&#039;s Daily Life",https://myanimelist.net/images/anime/13/28050.jpg,OVA,Manga,2,Finished Airing,False,"Sep 22, 1989","{'from': '1989-09-22', 'to': '1990-03-23'}",50 min. per ep.,R+ - Mild Nudity,0.6186974789915967,28,11989.0,0.7490149996543858,245,1,,,unknown,unknown,artland|nippon animation,comedy|drama|ecchi|romance|seinen,50.0,1989.0,100.0
35575,Nono-chan Theater,,ののちゃんシアター,,https://myanimelist.net/images/anime/4/85747.jpg,ONA,4-koma manga,0,Finished Airing,False,"Sep 3, 2001","{'from': '2001-09-03', 'to': None}",40 sec.,G - All Ages,0.5724789915966387,11,11517.0,0.9113845303103615,90,0,,,asahi shimbun,unknown,opera house,comedy,0.6666666666666666,2001.0,0.0
12413,Jormungand,Jormungand,ヨルムンガンド,,https://myanimelist.net/images/anime/11/73280.jpg,TV,Manga,12,Finished Airing,False,"Apr 11, 2012","{'from': '2012-04-11', 'to': '2012-06-27'}",24 min. per ep.,R+ - Mild Nudity,0.8329831932773109,84699,642.0,0.028824220640077416,184171,1856,Spring 2012,Unknown,geneon universal entertainment|shogakukan productions|jormungand production partners,funimation,white fox,action|adventure|seinen,24.0,2012.0,288.0
1350,Parasite Dolls,,パラサイトドールズ,,https://myanimelist.net/images/anime/5/28884.jpg,OVA,Original,3,Finished Airing,False,"May 22, 2003","{'from': '2003-05-22', 'to': '2003-07-24'}",30 min. per ep.,R+ - Mild Nudity,0.6974789915966386,3044,5028.0,0.27752816755374293,8059,12,,,imagica,adv films|sentai filmworks,aic,action|sci-fi|police|mecha,30.0,2003.0,90.0
3359,Amatsuki,Amatsuki,あまつき,,https://myanimelist.net/images/anime/12/75555.jpg,TV,Manga,13,Finished Airing,False,"Apr 5, 2008","{'from': '2008-04-05', 'to': '2008-06-28'}",23 min. per ep.,PG-13 - Teens 13 or older,0.7352941176470589,21364,3554.0,0.11128775834658187,46431,133,Spring 2008,Saturdays at 02:30 (JST),frontier works|sotsu,unknown,studio deen,action|historical|demons|supernatural|fantasy|josei,23.0,2008.0,299.0
8619,Ladies versus Butlers! Tokuten Disc Music Clip,,れでぃ×ばと!,"Ladies vs. Butlers!, Redei x Bato",https://myanimelist.net/images/anime/3/25044.jpg,Special,Light novel,1,Finished Airing,False,"Mar 26, 2010","{'from': '2010-03-26', 'to': '2010-03-26'}",3 min.,R+ - Mild Nudity,0.6197478991596639,3102,7568.0,0.2912144881454344,7267,3,,,unknown,unknown,xebec,ecchi|music,3.0,2010.0,3.0
2555,Shoukoushi Cedie,Little Lord Fauntleroy,小公子セディ,"Sekai Meisaku Gekijou, Little Prince Cedie",https://myanimelist.net/images/anime/5/3273.jpg,TV,Novel,43,Finished Airing,False,"Jan 10, 1988","{'from': '1988-01-10', 'to': '1988-12-25'}",24 min. per ep.,G - All Ages,0.8004201680672269,842,1313.0,0.4645054261422547,2136,12,Winter 1988,Sundays at 19:30 (JST),fuji tv,unknown,nippon animation,slice of life|drama|shoujo,24.0,1988.0,1032.0
12123,Yurumates 3D,,ゆるめいつ 3でぃ,Yurumeitsu 3D,https://myanimelist.net/images/anime/3/36705.jpg,TV,4-koma manga,13,Finished Airing,False,"Apr 3, 2012","{'from': '2012-04-03', 'to': '2012-06-26'}",3 min. per ep.,PG-13 - Teens 13 or older,0.667016806722689,3057,6205.0,0.3075965991567014,6277,5,Spring 2012,Unknown,dax production|takeshobo|right gauge|dwango music entertainment,unknown,c2c,slice of life|comedy|seinen,3.0,2012.0,39.0
8536,Fortune Arterial: Akai Yakusoku,,FORTUNE ARTERIAL 赤い約束,,https://myanimelist.net/images/anime/11/26876.jpg,TV,Visual novel,12,Finished Airing,False,"Oct 9, 2010","{'from': '2010-10-09', 'to': '2010-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,0.7184873949579832,46595,4143.0,0.06877721711481302,84712,489,Fall 2010,Unknown,ntt docomo|amg music,unknown,feel.|zexcs,comedy|romance|school|supernatural|vampire,24.0,2010.0,288.0
1356,Hokuto no Ken 2,Fist of the North Star 2,北斗の拳2,HNK II,https://myanimelist.net/images/anime/11/4120.jpg,TV,Manga,43,Finished Airing,False,"Mar 12, 1987","{'from': '1987-03-12', 'to': '1988-02-18'}",25 min. per ep.,R - 17+ (violence & profanity),0.7983193277310924,6645,1350.0,0.2084744591138453,15515,91,Spring 1987,Unknown,unknown,discotek media,toei animation,action|drama|martial arts|super power,25.0,1987.0,1075.0
37564,Wo De Ni Tian Shen Qi,,我的逆天神器,Wo De Nitian Shenqi,https://myanimelist.net/images/anime/1989/91325.jpg,ONA,Web manga,0,Currently Airing,True,"Apr 26, 2018","{'from': '2018-04-26', 'to': None}",17 min.,PG-13 - Teens 13 or older,0.6859243697478992,88,5499.0,0.43581945116471965,2598,5,,,tencent animation,unknown,haoliners animation league|pb animation co. ltd.,adventure|comedy|supernatural|magic|romance|fantasy,17.0,2018.0,0.0
32397,Saga-ken wo Meguru Animation,,佐賀県を巡るアニメーション,"Fuyu no Chikai, Natsu no Matsuri: Takeo no Ookusu, Yakusoku no Utsuwa: Arita no Hatsuko, Takeoshi no Dai-Kusunoki",https://myanimelist.net/images/anime/12/77750.jpg,Movie,Original,2,Finished Airing,False,"Mar 12, 2016","{'from': '2016-03-12', 'to': '2016-03-12'}",12 min. per ep.,G - All Ages,0.6449579831932772,224,6977.0,0.5611391442593489,1116,1,,,unknown,unknown,seven arcs|seven arcs pictures,slice of life,12.0,2016.0,24.0
36976,Cutie Honey Universe,,Cutie Honey Universe,Cutey Honey Universe,https://myanimelist.net/images/anime/1879/91014.jpg,TV,Manga,0,Currently Airing,True,"Apr 8, 2018","{'from': '2018-04-08', 'to': None}",23 min.,R - 17+ (violence & profanity),0.5892857142857143,1444,8170.0,0.24656113914425934,10700,5,Spring 2018,Sundays at 21:00 (JST),unknown,sentai filmworks|ponycan usa,production reed,action|sci-fi|comedy|magic|romance|shounen,23.0,2018.0,0.0
513,Tenkuu no Shiro Laputa,Castle in the Sky,天空の城ラピュタ,Tenkuu no Shiro Rapyuta,https://myanimelist.net/images/anime/5/37799.jpg,Movie,Original,1,Finished Airing,False,"Aug 2, 1986","{'from': '1986-08-02', 'to': '1986-08-02'}",2 hr. 5 min.,PG - Children,0.8802521008403362,131138,179.0,0.0250915877514343,204958,1811,,,tokuma shoten,walt disney studios|gkids,studio ghibli,adventure|fantasy|romance|sci-fi,125.0,1986.0,125.0
10464,Seitokai no Ichizon Lv.2,Student Council&#039;s Discretion Level 2,生徒会の一存 Lv.2,,https://myanimelist.net/images/anime/13/75645.jpg,ONA,Light novel,10,Finished Airing,False,"Oct 13, 2012","{'from': '2012-10-13', 'to': '2012-12-15'}",24 min. per ep.,PG-13 - Teens 13 or older,0.782563025210084,24555,1822.0,0.10693301997649823,49092,72,,,unknown,sentai filmworks,aic,harem|comedy|parody|school,24.0,2012.0,240.0
2254,Sentou Mecha Xabungle,,戦闘メカザブングル,"Blue Gale Xabungle, Combat Mecha Xabungle",https://myanimelist.net/images/anime/7/51455.jpg,TV,Original,50,Finished Airing,False,"Feb 6, 1982","{'from': '1982-02-06', 'to': '1983-01-29'}",24 min. per ep.,PG-13 - Teens 13 or older,0.8214285714285715,561,851.0,0.45330752747632536,2302,20,Winter 1982,Saturdays at Unknown,sotsu,unknown,sunrise,military|sci-fi|mecha|shounen,24.0,1982.0,1200.0
33970,Girls & Panzer: Saishuushou,,ガールズ&パンツァー 最終章,Girls und Panzer das Finale,https://myanimelist.net/images/anime/1859/91463.jpg,Movie,Original,6,Currently Airing,True,"Dec 9, 2017","{'from': '2017-12-09', 'to': None}",47 min. per ep.,PG-13 - Teens 13 or older,0.8665966386554622,2011,273.0,0.231284993433331,12597,65,,,unknown,unknown,actas,military|school,47.0,2017.0,282.0
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,Crayon Shin-chan: Fast Asleep! The Great Assault on the Dreaming World!,映画クレヨンしんちゃん 爆睡! ユメミーワールド大突撃,,https://myanimelist.net/images/anime/3/78725.jpg,Movie,Manga,1,Finished Airing,False,"Apr 16, 2016","{'from': '2016-04-16', 'to': '2016-04-16'}",1 hr. 36 min.,G - All Ages,0.7489495798319328,229,3065.0,0.6089721434989978,752,2,,,tv asahi|asatsu dk,unknown,shin-ei animation,comedy|seinen,96.0,2016.0,96.0
10178,Otona Joshi no Anime Time,,大人女子のアニメタイム,"Kawamo wo Suberu Kaze, A Wind Skimming the River&#039;s Surface, Dokoka Dewanai Koko, Yuuge, Jinsei Best 10",https://myanimelist.net/images/anime/11/28531.jpg,Special,Novel,4,Finished Airing,False,"Jan 7, 2011","{'from': '2011-01-07', 'to': '2013-03-24'}",25 min. per ep.,R - 17+ (violence & profanity),0.7878151260504201,5192,1645.0,0.22278288518697725,13698,34,,,nhk|the answer studio|wao world,unknown,bones|production reed,slice of life|drama|romance|josei,25.0,2011.0,100.0
5646,Deep Voice,,ディープボイス,,https://myanimelist.net/images/anime/10/11673.jpg,OVA,Visual novel,3,Finished Airing,False,"Apr 25, 2002","{'from': '2002-04-25', 'to': '2002-09-25'}",30 min. per ep.,Rx - Hentai,0.5777310924369748,310,,0.5636275661851109,1063,3,,,milky animation label,unknown,studio jam,hentai,30.0,2002.0,90.0
